id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken
927,53歳,Company Invited,3,14分,Small Business,Male,1.0,3.0,SUPER DELUXE,4.0,年に2回,0,4,Senior Manager,449235.0,独身、車なし、子供ゼロ,0
928,57歳,Company Invited,3,17分,Small Business,male,1.0,3.0,Super Deluxe,4.0,年に1回,0,4,AVP,月収40.0万円,結婚済み/車所持/無子,0
929,36歳,Self Enquiry,2,15分,Large Business,Female,1.0,3.0,Super Deluxe,4.0,1,0,3,AVP,月収30.0万円,離婚済み、乗用車所持、子供無し,0
930,３７歳,Company Invited,2,13分,Small Business,female,1.0,3.0,Standard,4.0,1,0,4,Senior Manager,月収41.0万円,離婚済み 車所持 子供なし,0
931,,Self Enquiry,2,8分,Small Business,Male,1.0,3.0,King,5.0,2,0,3,VP,月収30.0万円,離婚済み、乗用車所持、子供ゼロ,0
932,２９才,Company Invited,2,15分,Small Business,Ｆｅｍａｌｅ,1.0,3.0,Standard,4.0,2,0,3,Senior Manager,352830.0,離婚済み、車保有、子供なし,0
933,49歳,Self Enquiry,2,900秒,Small Business,female,1.0,3.0,Basic,4.0,5,0,3,Executive,350955.0,離婚済み、車所持、子供無し,0
934,37歳,Company Invited,2,1080秒,Large Business,Male,1.0,3.0,BASIC,4.0,1,0,4,Executive,252480.0,"離婚済み,自家用車なし,無子",1
935,55歳,Company Invited,2,9分,Small Business,Fe Male,1.0,4.0,Standard,4.0,4,0,4,Senior Manager,月収40.0万円,離婚済み、車未所持、子供なし,0
936,43才,Self Enquiry,1,24分,Small Business,Female,1.0,3.0,Basiϲ,4.0,1,0,4,Executive,月収26.0万円,独身	車あり	無子,0
937,45歳,Self Enquiry,2,17分,Small Business,Male,1.0,3.0,Basic,4.0,2,0,4,Executive,261195.0,結婚済み/自動車所有/子供無し,1
938,46歳,Self Enquiry,2,15分,Small Business,Female,2.0,3.0,deluxe,4.0,2,0,4,Manager,355785.0,結婚済み　車所持　子供の数不明,0
939,27歳,Self Enquiry,3,300秒,Large Business,MALE,1.0,3.0,standard,4.0,2,0,4,Senior Manager,月収40.0万円,"結婚済み,車未所持,子供なし",0
940,60歳,Self Enquiry,3,17分,Small Business,male,1.0,3.0,King,4.0,1,0,5,Senior Manager,月収37.0万円,結婚済み	車所持	子供なし,0
941,52歳,Company Invited,2,11分,Small Business,male,1.0,3.0,Basic,4.0,年に2回,0,4,Executive,268215.0,"結婚済み,車未所持,子供無し",0
942,55歳,Company Invited,1,11分,Small Business,Ｍａｌｅ,1.0,3.0,Super Deluxe,5.0,4,0,4,ΑVP,292830.0,離婚済み、自動車所有、子供なし,0
943,四十八歳,Company Invited,1,12分,Large Business,FE MALE,1.0,3.0,Standard,4.0,1,0,4,Senior Manager,月収40.0万円,未婚、車所持、子供なし,0
944,24歳,Self Enquiry,1,7分,Large Business,Ｍａｌｅ,1.0,3.0,Basic,4.0,2,0,4,Еxecutivе,267045.0,独身 車未所持 子供なし,1
945,30際,Company Invited,1,15分,Small Business,Female,1.0,3.0,Basic,4.0,半年に1回,0,3,Executive,261045.0,結婚済み 乗用車所持 子供なし,1
946,34歳,Company Invited,2,17分,Salaried,male,2.0,2.0,Deluxe,3.0,2,0,4,Manager,344160.0,未婚/車未所持/子供1人,0
947,37歳,Company Invited,2,25分,Salaried,Male,2.0,2.0,Deluxe,3.0,年に3回,0,4,Manager,358860.0,"未婚、車所持,こども1人",0
948,,Company Invited,1,1680秒,Small Business,male,1.0,3.0,Basic,4.0,年に1回,1,3,Executive,282600.0,離婚済み/車未所持/子供なし,1
949,33歳,Company Invited,1,8分,Large Business,Female,1.0,3.0,Basic,4.0,4,1,3,Executive,258960.0,離婚済み 自家用車あり 無子,1
950,50歳,Company Invited,1,16分,Large Business,Female,1.0,3.0,Standard,4.0,2,1,3,Senior Manager,444405.0,結婚済み 自動車所有 子供なし,0
951,,Self Enquiry,1,18分,Large Business,Ｆｅｍａｌｅ,1.0,3.0,Basic,4.0,2,1,4,Executive,月収28.0万円,離婚済み 自動車所有 子供なし,1
952,四十一歳,Self Enquiry,2,420秒,Small Business,Male,2.0,2.0,Deluxe,3.0,2,1,3,Manager,月収36.0万円,結婚済み 自家用車なし こども1人,0
953,31歳,Company Invited,2,840秒,Salaried,Female,1.0,3.0,Standard,4.0,2,0,4,Senior Manager,月収30.0万円,離婚済み、自動車所有、子供無し,0
954,５０代,Company Invited,1,17分,Salaried,MALE,1.0,3.0,Super Deluxe,4.0,6,0,4,AVP,458220.0,未婚、車所持、非育児家庭,0
955,49歳,Company Invited,1,16分,Salaried,Ｆｅｍａｌｅ,1.0,3.0,standard,4.0,年に5回,0,4,Senior Manager,363540.0,未婚 自動車所有 子供なし,0
956,五十四歳,Self Enquiry,1,16分,Salaried,fe male,1.0,3.0,Standard,4.0,2,0,4,Senior Manager,372000.0,離婚済み、車所持、子供なし,0
957,22歳,Self Enquiry,2,13分,Small Business,Male,2.0,4.0,Basic,3.0,3,0,2,Executive,254130.0,独身　車保有なし　こども1人,1
958,31歳,Self Enquiry,3,24分,Salaried,Male,2.0,3.0,Standard,3.0,3,0,2,Senior Manager,379020.0,結婚済み	車所持	子供1人,1
959,51歳,Company Invited,3,16分,Salaried,Fe Male,2.0,3.0,Standard,3.0,3,0,2,Senior Manager,432825.0,未婚 自動車所有　子供1人,0
960,54歳,Self Enquiry,2,12分,Small Business,Male,2.0,3.0,king,3.0,5,0,1,VP,417405.0,"結婚済み,自家用車なし,子供1人",0
961,４０歳,Company Invited,3,14分,Small Business,fe male,2.0,3.0,Deluxe,3.0,2,0,2,Manager,347355.0,未婚 車所持 子供有り 1人,0
962,51歳,Self Enquiry,3,900秒,Small Business,Ｍａｌｅ,2.0,3.0,Deluxe,3.0,年に7回,0,1,Manager,420270.0,結婚済み	自動車所有	子供1人,0
963,49才,Self Enquiry,2,30分,Small Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,月収40.0万円,結婚済み/車未所持/子供1人,0
964,43歳,,3,,Small Business,Female,2.0,3.0,deluxe,3.0,年に1回,0,2,Manager,303285.0,独身、車所持、子供1人,0
965,52歳,Self Enquiry,2,1680秒,Small Business,Male,2.0,3.0,DELUXE,3.0,5,0,2,Manager,346605.0,結婚済み 車未所持 1児,0
966,53歳,Company Invited,2,16分,Small Business,MALE,3.0,3.0,Super Deluxe,3.0,3,0,1,AVP,458550.0,結婚済み 車所持 子供2人,0
967,33才,Self Enquiry,1,21分,Small Business,female,2.0,1.0,Basic,3.0,2,0,4,Executive,266925.0,結婚済み、車所持、子供1人,1
968,,Self Enquiry,1,23分,Large Business,MALE,2.0,2.0,Basic,3.0,7,0,4,Executive,,結婚済み/車未所持/子供1人,0
969,44歳,Self Enquiry,1,840秒,Small Business,Male,2.0,3.0,BASIC,3.0,4,0,5,Executive,312195.0,結婚済み、自動車未所有、子供有り 1人,0
970,37歳,Self Enquiry,2,13分,Small Business,Male,3.0,4.0,Вasic,3.0,3,0,4,Executive,345825.0,"未婚、車なし,子供2人",0
971,33歳,Self Enquiry,2,13分,Small Business,male,3.0,3.0,King,3.0,6,0,5,VP,月収40.0万円,結婚済み 車未所持 子供有り 2人,0
972,30代,Self Enquiry,2,900秒,Small Business,Male,3.0,4.0,Βasic,3.0,7,0,5,Executive,318525.0,未婚 自動車未所有 こども2人,0
973,,Self Enquiry,1,6分,Salaried,Female,2.0,3.0,BASIC,3.0,1,0,4,Executive,254790.0,独身/乗用車所持/こども1人,1
974,38際,Company Invited,2,16分,Salaried,Ｆｅｍａｌｅ,1.0,3.0,Standard,4.0,2,1,3,Senior Manager,月収40.0万円,未婚、自家用車なし、子供なし,0
975,２９歳,Self Enquiry,3,17分,Salaried,Female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,324870.0,結婚済み 自動車所有　1児,0
976,４０代,Self Enquiry,2,780秒,Salaried,Male,2.0,3.0,deluxe,3.0,3,0,2,Manager,月収35.0万円,離婚済み 車保有 子供有り(1人),0
977,48歳,Self Enquiry,2,6分,Small Business,male,2.0,3.0,Deluxe,3.0,1,0,2,Manager,月収30.0万円,結婚済み　車未所持　こども1人,0
978,31歳,Self Enquiry,2,6分,Small Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,424350.0,結婚済み、車所持、1児,0
979,３９才,Company Invited,2,780秒,Salaried,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,316980.0,未婚 車所持 子供有り(1人),0
980,32歳,Self Enquiry,2,660秒,Small Business,Male,2.0,3.0,King,4.0,2,0,1,VP,555450.0,結婚済み、車未所持、子供1人,0
981,35歳,Self Enquiry,2,32分,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,2,Manager,351060.0,結婚済み 乗用車なし 2児,0
982,40代,Company Invited,2,27分,Small Business,Female,2.0,3.0,deluxe,3.0,3,0,2,Manager,349200.0,"離婚済み,自動車未所有,子供1人",0
983,43歳,Self Enquiry,3,15分,Salaried,Male,2.0,300.0,De|uxe,3.0,3,0,1,Manager,451395.0,未婚、自動車未所有、こども1人,0
984,30代,Company Invited,2,1980秒,Small Business,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,344325.0,結婚済み/車未所持/子供1人,0
985,32歳,Self Enquiry,2,22分,Salaried,Male,2.0,3.0,DELUXE,3.0,2,0,1,Manager,307890.0,離婚済み、車未所持、子供有り 1人,0
986,42歳,Self Enquiry,3,13分,Small Business,ｍａｌｅ,2.0,3.0,Deluxe,3.0,5,0,1,Manager,345450.0,未婚／車未所持／子供1人,0
987,37歳,Company Invited,2,10分,Small Business,Male,3.0,4.0,Basic,3.0,3,0,2,Executive,394320.0,未婚	自動車未所有	子供有り(2人),0
988,40歳,Company Invited,2,16分,Salaried,MALE,2.0,3.0,Deluxe,4.0,2,0,2,Μanager,月収33.0万円,結婚済み 車未所持 こども1人,0
989,30歳,Self Enquiry,2,9分,Salaried,Male,2.0,3.0,Basic,3.0,2,0,1,Executive,253110.0,離婚済み 自家用車なし 子供1人,0
990,30歳,Self Enquiry,2,480秒,Salaried,male,2.0,3.0,basic,3.0,5,0,2,Executive,332700.0,離婚済み、車所持、子供1人,0
991,４３才,Company Invited,2,9分,Salaried,ｆｅｍａｌｅ,2.0,3.0,Deluxe,3.0,5,0,2,Manager,308460.0,離婚済み、車未所持、子供1人,0
992,35歳,Company Invited,2,14分,Salaried,Male,2.0,3.0,Deluxe,3.0,2,0,2,Managеr,390765.0,離婚済み 乗用車なし 子供1人,0
993,40代,Self Enquiry,3,600秒,Small Business,Female,2.0,3.0,Deluxe,3.0,2,0,1,Manager,月収33.0万円,離婚済み、車保有、子供1人,0
994,四十一歳,Company Invited,2,26分,Small Business,Ｆｅｍａｌｅ,2.0,3.0,Deluxe,3.0,7,0,2,Μanager,336195.0,未婚 自動車未所有 子供1人,0
995,30歳,Self Enquiry,2,27分,Large Business,Male,2.0,300.0,Deluxe,3.0,5,0,2,Manager,月収33.0万円,"未婚,車なし,1児",0
996,27歳,Company Invited,2,14分,Small Business,male,2.0,3.0,Basic,3.0,年に3回,0,2,Executive,307770.0,離婚済み、車所持、こども1人,0
997,36才,Self Enquiry,2,22分,Small Business,ｍａｌｅ,3.0,3.0,Standard,3.0,1,0,2,Senior Manager,381765.0,結婚済み、車所持、子供2人,0
998,20代,Self Enquiry,2,25分,Small Business,Ｆｅｍａｌｅ,2.0,3.0,Basic,3.0,3,0,2,Executive,295620.0,独身、乗用車なし、子供1人,1
999,三十八歳,Company Invited,3,21分,Salaried,Fe Male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,342495.0,未婚	車未所持	子供1人,0
1000,４５才,Self Enquiry,2,30分,Salaried,Male,2.0,3.0,Deluxe,3.0,年に2回,0,2,Manager,317640.0,結婚済み 車未所持 こども1人,0
1001,４０代,Company Invited,2,780秒,Small Business,Male,2.0,3.0,Deluxe,3.0,1,0,1,Manager,月収34.0万円,"離婚済み、車所持,こども1人",0
1002,42歳,Self Enquiry,2,34分,Salaried,Female,2.0,3.0,deluxe,3.0,3,0,2,Manager,318075.0,独身 乗用車なし　子供有り 1人,0
1003,47歳,Self Enquiry,2,14分,Salaried,female,3.0,3.0,Standard,4.0,2,0,1,Senior Manager,385545.0,結婚済み 車未所持　子供2人,0
1004,33歳,Self Enquiry,2,1380秒,Salaried,Ｆｅｍａｌｅ,2.0,3.0,Standard,3.0,5,0,2,Senior Manager,348450.0,結婚済み、自家用車あり、子供1人,0
1005,43歳,Self Enquiry,2,600秒,Small Business,Male,3.0,3.0,Standard,3.0,2,0,1,Manager,365175.0,離婚済み 自動車所有 こども2人,0
1006,41歳,Self Enquiry,2,7分,Salaried,Female,3.0,3.0,Standard,3.0,5,0,1,Senior Manager,394530.0,未婚、自動車未所有、こども2人,0
1007,33歳,Self Enquiry,2,7分,Small Business,MALE,2.0,3.0,Deluxe,3.0,7,0,2,Manager,月収30.0万円,結婚済み/車未所持/子供有り(1人),1
1008,40歳,Self Enquiry,2,32分,Small Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,340320.0,離婚済み/車所持/1児,0
1009,57歳,Self Enquiry,2,11分,Small Business,Female,2.0,3.0,King,4.0,6,0,1,VP,521385.0,結婚済み/自動車所有/子供1人,0
1010,45才,Self Enquiry,2,14分,Small Business,Male,2.0,3.0,standard,3.0,年に2回,0,1,Senior Manager,314655.0,結婚済み 自動車所有 こども1人,0
1011,44歳,Self Enquiry,2,,Salaried,Ｍａｌｅ,2.0,4.0,Deluxe,3.0,3,0,2,Manager,307740.0,結婚済み/乗用車なし/子供1人,0
1012,30際,Self Enquiry,2,21分,Salaried,Male,2.0,3.0,Baｓic,3.0,2,0,2,Executive,256560.0,離婚済み/車保有/こども1人,0
1013,32歳,Company Invited,2,900秒,Salaried,Male,3.0,3.0,standard,3.0,2,0,2,Manager,月収30.0万円,結婚済み　自動車未所有　子供有り 2人,0
1014,42歳,Company Invited,1,,Small Business,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,319830.0,離婚済み 車所持 子供1人,0
1015,40歳,Self Enquiry,1,780秒,Small Business,Male,2.0,3.0,deluxe,3.0,4,0,2,Manager,月収34.0万円,"結婚済み、車所持,子供1人",0
1016,22才,Self Enquiry,1,8分,Small Business,ｆｅｍａｌｅ,2.0,3.0,basic,3.0,3,0,1,Exеcutive,260475.0,"独身,車未所持,子供1人",0
1017,36歳,Company Invited,1,25分,Small Business,MALE,2.0,3.0,Basic,3.0,3,0,2,Executive,316575.0,離婚済み 車未所持 子供有り 1人,0
1018,,Self Enquiry,1,420秒,Small Business,Ｍａｌｅ,2.0,3.0,Basic,3.0,年に1回,0,2,Executive,263805.0,結婚済み、自動車未所有、子供1人,0
1019,50代,Self Enquiry,2,10分,Small Business,Ｆｅｍａｌｅ,2.0,4.0,Deluxe,3.0,2,1,1,Manager,365610.0,離婚済み、車なし、子供1人,0
1020,25歳,Self Enquiry,2,,Salaried,Male,2.0,4.0,Basic,3.0,3,1,2,Executive,310845.0,独身	自家用車なし	子供1人,1
1021,３９歳,Company Invited,2,30分,Salaried,Female,3.0,3.0,Deluxe,4.0,6,1,2,Manager,月収30.0万円,未婚、乗用車所持、子供2人,0
1022,50代,Company Invited,2,840秒,Salaried,Ｆｅｍａｌｅ,3.0,3.0,Super Deluxe,3.0,4,0,2,AVP,529785.0,独身 車所持 子供2人,0
1023,50歳,Self Enquiry,3,8分,Small Business,Female,1.0,4.0,Standard,4.0,2,0,2,Senior Manager,362835.0,"独身,自動車所有,非育児家庭",0
1024,37歳,Self Enquiry,2,15分,Salaried,Male,2.0,3.0,KING,3.0,2,0,2,VＰ,506400.0,結婚済み、自家用車なし、1児,0
1025,37歳,Company Invited,2,15分,Large Business,Ｍａｌｅ,1.0,4.0,Basic,4.0,1,0,2,Executive,263925.0,独身、乗用車なし、子供なし,1
1026,47歳,Company Invited,1,12分,Small Business,Female,1.0,4.0,Standard,4.0,2,0,2,Senior Manager,450390.0,"離婚済み,乗用車所持,子供無し",0
1027,51歳,Self Enquiry,2,15分,Salaried,female,1.0,4.0,Super Deluxe,4.0,5,0,2,AVP,月収47.0万円,離婚済み/車所持/子供なし,0
1028,47才,Company Invited,1,13分,Salaried,Ｆｅｍａｌｅ,1.0,4.0,Standard,4.0,1,0,1,Senior Manager,月収40.0万円,結婚済み、車未所持、子供なし,0
1029,52歳,Company Invited,1,14分,Small Business,Male,1.0,5.0,STANDARD,4.0,年に6回,0,3,Senior Manager,374220.0,結婚済み、自家用車あり、子供無し,0
1030,37歳,Self Enquiry,2,15分,Small Business,Male,3.0,3.0,Standard,3.0,3,1,3,Senior Manager,464940.0,結婚済み、自動車未所有、子供2人,0
1031,35歳,Self Enquiry,1,9分,Small Business,Male,3.0,4.0,Basic,3.0,6,0,4,Executive,329610.0,独身、車所持、子供2人,0
1032,,Self Enquiry,1,24分,Small Business,Female,3.0,3.0,Basic,3.0,2,0,3,Executive,,離婚済み、自家用車あり、子供2人,0
1033,34歳,Self Enquiry,1,7分,Small Business,Female,2.0,3.0,Basic,3.0,3,0,1,Executive,月収40.0万円,離婚済み、車未所持、1児,0
1034,30代,Self Enquiry,1,10分,Salaried,Female,3.0,3.0,DELUXE,3.0,5,0,2,Manager,324570.0,"離婚済み,車なし,子供2人",0
1035,48歳,Self Enquiry,1,10分,Large Business,Female,3.0,3.0,Basic,3.0,年に5回,0,2,Executive,311445.0,未婚、自家用車なし、子供2人,0
1036,27歳,Self Enquiry,1,8分,Small Business,male,2.0,3.0,Basic,3.0,2,0,2,Executive,372600.0,結婚済み、車未所持、子供1人,0
1037,47歳,Self Enquiry,1,8分,Small Business,Male,3.0,3.0,Basic,3.0,2,0,2,Executive,262710.0,結婚済み、自家用車なし、子供2人,0
1038,29才,Company Invited,1,24分,Small Business,Ｍａｌｅ,2.0,3.0,BASIC,3.0,1,0,2,Executive,266910.0,結婚済み、車保有、子供1人,1
1039,30代,Self Enquiry,1,15分,Salaried,Female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,月収40.0万円,結婚済み、自動車未所有、1児,0
1040,42歳,Self Enquiry,1,25分,Large Business,Ｍａｌｅ,2.0,4.0,Deluxe,3.0,4,0,1,Manager,月収32.0万円,結婚済み、車未所持、子供1人,0
1041,42歳,Company Invited,1,8分,Salaried,Male,3.0,3.0,Standard,3.0,2,0,1,Senior Manager,423645.0,未婚 車なし 子供2人,0
1042,20代,Self Enquiry,1,31分,Salaried,male,3.0,4.0,Deluxe,3.0,2,0,2,Manager,370560.0,独身 車未所持 子供2人,0
1043,46際,Company Invited,1,480秒,Salaried,Male,3.0,3.0,Deluxe,3.0,1,0,2,Manager,316605.0,結婚済み、自動車所有、子供有り 2人,0
1044,３４歳,Self Enquiry,1,,Small Business,Female,2.0,3.0,Deluxe,3.0,1,0,1,Manager,286440.0,結婚済み、自動車所有、子供有り(1人),0
1045,32歳,Self Enquiry,1,16分,Small Business,Male,2.0,3.0,Deluxe,3.0,年に3回,0,2,Manager,月収40.0万円,結婚済み／車所持／子供1人,0
1046,42歳,Self Enquiry,1,6分,Salaried,Female,2.0,3.0,Deluxe,3.0,3,0,2,Μanager,306270.0,結婚済み、自動車未所有、子供1人,0
1047,30歳,Self Enquiry,1,7分,Salaried,Male,2.0,3.0,Basic,3.0,3,0,2,Executive,月収30.0万円,"結婚済み,車所持,こども1人",0
1048,50代,Company Invited,1,720秒,Salaried,FE MALE,2.0,3.0,Standard,3.0,7,0,2,Senior Manager,月収50.0万円,未婚、車所持、1児,0
1049,56歳,Self Enquiry,1,13分,Small Business,female,2.0,3.0,Super Deluxe,3.0,1,0,2,Manager,384405.0,"結婚済み,自家用車あり,子供1人",0
1050,60歳,Self Enquiry,1,420秒,Salaried,Male,3.0,3.0,Standard,3.0,2,0,2,Senior Manager,343545.0,未婚、自動車所有、こども2人,0
1051,４５歳,Company Invited,1,10分,Large Business,Male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,331305.0,結婚済み、車なし、子供有り 1人,0
1052,４６歳,Self Enquiry,1,600秒,Small Business,Male,2.0,4.0,Deluxe,3.0,2,0,2,Manager,331455.0,離婚済み　自動車未所有　子供1人,0
1053,52歳,Self Enquiry,2,1800秒,Small Business,Female,3.0,3.0,DELUXE,3.0,4,0,4,Manager,366405.0,結婚済み、車なし、こども2人,0
1054,二十一歳,Company Invited,2,10分,Small Business,female,2.0,3.0,Basic,3.0,3,0,2,Executive,255075.0,"結婚済み,車所持,子供1人",1
1055,,Self Enquiry,2,10分,Small Business,Ｆｅｍａｌｅ,2.0,3.0,Deluxe,3.0,1,0,1,Manager,272730.0,独身 車なし 子供1人,0
1056,24歳,Company Invited,2,900秒,Small Business,Female,1.0,3.0,Basic,3.0,2,0,2,Executive,249480.0,独身 車あり 非育児家庭,0
1057,30歳,Self Enquiry,2,1080秒,Small Business,Ｍａｌｅ,1.0,3.0,standard,3.0,3,0,2,Senior Manager,360660.0,結婚済み/車所持/子供なし,0
1058,31歳,Company Invited,2,13分,Small Business,Male,1.0,3.0,Standard,3.0,2,0,2,Senior Manager,392745.0,独身／自家用車あり／子供なし,0
1059,２０代,Self Enquiry,2,22分,Small Business,Male,1.0,3.0,Standard,3.0,2,0,2,Senior Manager,345240.0,"結婚済み,自家用車なし,子供無し",0
1060,34歳,Company Invited,2,9分,Salaried,Male,1.0,3.0,Deluxe,3.0,2,0,1,Manager,259305.0,"離婚済み,自動車未所有,子供なし",1
1061,58歳,Self Enquiry,2,480秒,Large Business,ｆｅｍａｌｅ,2.0,3.0,Super Deluxe,3.0,年に5回,0,2,AVP,506370.0,結婚済み、車未所持、子供1人,0
1062,30代,Company Invited,2,,Small Business,Male,1.0,3.0,Deluxe,3.0,2,0,2,Manager,321765.0,独身 車未所持 子供無し,0
1063,50代,Self Enquiry,2,14分,Small Business,Male,2.0,3.0,Super Deluxe,4.0,7,0,2,AVP,月収51.0万円,独身、車保有なし、子供有り(1人),0
1064,33歳,Self Enquiry,2,13分,Small Business,Female,2.0,3.0,Deluxe,3.0,年に2回,0,1,Manager,月収40.0万円,結婚済み、車保有なし、こども1人,0
1065,23歳,Self Enquiry,3,13分,Small Business,Male,1.0,3.0,super deluxe,4.0,3,0,2,AVP,251550.0,独身 車あり 子供なし,1
1066,51歳,Company Invited,2,1080秒,Small Business,female,2.0,3.0,Standard,4.0,6,0,2,Senior Manager,508485.0,結婚済み　車所持 子供有り 1人,0
1067,28歳,Company Invited,2,10分,Salaried,male,1.0,3.0,Deluxe,3.0,1,0,2,Manager,月収30.0万円,結婚済み／自動車未所有／子供なし,0
1068,３４歳,Company Invited,2,16分,Small Business,Male,1.0,3.0,Deluxe,3.0,2,0,2,Manager,277620.0,結婚済み/車未所持/非育児家庭,0
1069,23歳,Self Enquiry,2,8分,Small Business,Male,1.0,3.0,Basic,3.0,1,0,2,Executive,256335.0,離婚済み、車所持、子供なし,1
1070,47才,Company Invited,2,480秒,Salaried,male,1.0,3.0,Standard,3.0,2,0,2,Senior Manager,359895.0,離婚済み 車所持 子供無し,0
